sales_key,product_name,price,category_name,is_claim
27559,Apple TV HD,1258.0,Streaming Device,1
16116,HomePod (2nd Generation),689.0,Audio,1
10164,Apple Fitness+,923.0,Subscription Service,1
1023819,iPad Pro 12.9-inch,1167.0,Tablet,0
314994,Magic Keyboard with Touch ID,1162.0,Accessories,0
660100,Apple Watch Series 5,1296.0,Wearable,0
15398,iPhone 12 Pro,1342.0,Smartphone,1
427321,Apple Watch Series 9,1014.0,Wearable,0
597655,Lightning to USB Cable,1434.0,Accessories,0
13268,iPad Pro (M1),1329.0,Tablet,1
178002,iPhone 12 Pro,1342.0,Smartphone,0
10263,Smart Keyboard Folio,572.0,Accessories,1
591432,MagSafe Battery Pack,1389.0,Accessories,0
17727,Magic Mouse,313.0,Accessories,1
233752,AirPods Pro,1167.0,Audio,0
620455,iPhone 12 Pro,1342.0,Smartphone,0
967319,Apple Watch Hermès,1712.0,Wearable,0
8041,iPhone 12 Pro,1342.0,Smartphone,1
992744,Apple Pencil (1st Generation),925.0,Accessories,0
725434,Beats Powerbeats Pro,1060.0,Audio,0
7916,MacBook (Early 2015),741.0,Laptop,1
24180,MacBook Air (M2),1588.0,Laptop,1
11063,AirPods Max,1603.0,Audio,1
13662,Beats Solo Pro,1773.0,Audio,1
28456,Apple Music,1965.0,Subscription Service,1
19894,Beats Solo Pro,1773.0,Audio,1
12472,MacBook Pro 13-inch,1351.0,Laptop,1
754164,Apple News+,253.0,Subscription Service,0
773396,Mac Pro (Rack),1415.0,Desktop,0
2139,AirTag,677.0,Accessories,1
910745,MacBook Pro (Touch Bar),1304.0,Laptop,0
18956,Magic Trackpad,1242.0,Accessories,1
20242,Mac Mini (M2),874.0,Desktop,1
537945,Mac Studio,613.0,Desktop,0
5639,iPhone SE (3rd Generation),923.0,Smartphone,1
10425,Apple Music,1965.0,Subscription Service,1
759721,Apple Pencil (2nd Generation),1506.0,Accessories,0
25479,Smart Cover for iPad,1014.0,Accessories,1
136516,iPhone 14 Pro Max,678.0,Smartphone,0
13846,iCloud,1181.0,Subscription Service,1
23837,MacBook (Retina),231.0,Laptop,1
460697,iPhone 13 Pro,308.0,Smartphone,0
6312,Apple TV+,404.0,Subscription Service,1
14983,Mac Studio,613.0,Desktop,1
456398,iPhone 12 Pro,1342.0,Smartphone,0
751061,Apple Watch Hermès,1712.0,Wearable,0
251480,AirPods (3rd Generation),1842.0,Audio,0
7285,Apple Watch Nike Edition,884.0,Wearable,1
1123,Magic Mouse,313.0,Accessories,1
23720,iPad Pro 11-inch,1761.0,Tablet,1
14006,iMac Pro,1081.0,Desktop,1
24526,MagSafe Charger,1744.0,Accessories,1
29095,iPad (9th Generation),1949.0,Tablet,1
740215,MacBook Air (Retina),1847.0,Laptop,0
230900,MacBook Pro (Touch Bar),1304.0,Laptop,0
2277,MacBook Air (Retina),1847.0,Laptop,1
27892,HomePod mini,438.0,Audio,1
365407,MacBook (Retina),231.0,Laptop,0
958766,Apple Watch Hermès,1712.0,Wearable,0
304554,Beats Solo Pro,1773.0,Audio,0
962372,Lightning to USB Cable,1434.0,Accessories,0
940142,iPad Air (4th Generation),952.0,Tablet,0
9460,Smart Keyboard Folio,572.0,Accessories,1
60400,iPhone 14,1476.0,Smartphone,0
1013456,iPhone 14 Plus,1259.0,Smartphone,0
440,Silicone Case for iPhone,1210.0,Accessories,1
851,iPad Air (5th Generation),1591.0,Tablet,1
1439,Mac Pro (2023),681.0,Desktop,1
379993,MagSafe Charger,1744.0,Accessories,0
3640,Beats Fit Pro,1839.0,Audio,1
188309,HomePod,1202.0,Smart Speaker,0
7979,iPad mini (5th Generation),1912.0,Tablet,1
594963,iPhone 13 mini,1092.0,Smartphone,0
29636,iPhone 14,1476.0,Smartphone,1
6897,Apple One,488.0,Subscription Service,1
25863,iPhone 14 Plus,1259.0,Smartphone,1
125243,Apple One,488.0,Subscription Service,0
474887,Magic Mouse,313.0,Accessories,0
745528,Beats Powerbeats Pro,1060.0,Audio,0
17891,iPhone 12,1436.0,Smartphone,1
2023,Mac Studio,613.0,Desktop,1
5577,Silicone Case for iPhone,1210.0,Accessories,1
267418,MacBook (Retina),231.0,Laptop,0
9431,Apple TV (3rd Generation),477.0,Streaming Device,1
28662,iPhone 12,1436.0,Smartphone,1
775493,Silicone Case for iPhone,1210.0,Accessories,0
142680,Apple News+,253.0,Subscription Service,0
399975,iPad Pro 11-inch,1761.0,Tablet,0
637747,iCloud,1181.0,Subscription Service,0
25540,MacBook Pro 13-inch,1351.0,Laptop,1
156218,iPhone SE (3rd Generation),923.0,Smartphone,0
652,HomePod,1202.0,Smart Speaker,1
22221,Leather Case for iPhone,866.0,Accessories,1
17667,Apple Watch Series 6,462.0,Wearable,1
9312,Beats Fit Pro,1839.0,Audio,1
21759,MacBook Air (M1),1783.0,Laptop,1
395006,Beats Fit Pro,1839.0,Audio,0
71326,MacBook Air (M1),1783.0,Laptop,0
385832,Beats Powerbeats Pro,1060.0,Audio,0
243413,iPhone 12,1436.0,Smartphone,0
23993,iPhone 14 Pro Max,678.0,Smartphone,1
13624,iPad mini (6th Generation),573.0,Tablet,1
19467,iPhone 13 mini,1092.0,Smartphone,1
29189,Magic Keyboard,368.0,Accessories,1
645614,Mac Pro (Rack),1415.0,Desktop,0
946243,iPad mini (5th Generation),1912.0,Tablet,0
24302,Silicone Case for iPhone,1210.0,Accessories,1
10408,iPhone 13,623.0,Smartphone,1
702009,AirPods Pro (2nd Generation),696.0,Audio,0
771625,Apple TV HD,1258.0,Streaming Device,0
255934,iPhone 14 Pro,1380.0,Smartphone,0
23437,Apple TV 4K,1255.0,Streaming Device,1
736427,Magic Keyboard with Touch ID,1162.0,Accessories,0
104439,Magic Trackpad,1242.0,Accessories,0
1597,Apple Pencil (2nd Generation),1506.0,Accessories,1
12884,iPad Air (5th Generation),1591.0,Tablet,1
303505,MacBook Air (M2),1588.0,Laptop,0
3222,Apple TV HD,1258.0,Streaming Device,1
578842,Mac Studio,613.0,Desktop,0
74741,Apple TV HD,1258.0,Streaming Device,0
3605,Apple Watch Ultra,346.0,Wearable,1
839955,Apple TV 4K,1255.0,Streaming Device,0
28147,Mac Pro (Tower),458.0,Desktop,1
9445,iPhone 14,1476.0,Smartphone,1
444894,MacBook Air (M1),1783.0,Laptop,0
758353,Mac Studio,613.0,Desktop,0
65407,Apple Watch Hermès,1712.0,Wearable,0
385482,iCloud,1181.0,Subscription Service,0
582885,iMac 27-inch,1918.0,Desktop,0
18665,iPad Pro 12.9-inch,1167.0,Tablet,1
862,Apple News+,253.0,Subscription Service,1
11307,iPad Air (4th Generation),952.0,Tablet,1
341881,iMac with Retina Display,343.0,Desktop,0
7504,Magic Keyboard,368.0,Accessories,1
368829,iPhone 12 mini,1607.0,Smartphone,0
20920,iCloud,1181.0,Subscription Service,1
16177,Apple Watch Hermès,1712.0,Wearable,1
15971,MacBook (Early 2015),741.0,Laptop,1
4203,MacBook Pro (Touch Bar),1304.0,Laptop,1
4140,MacBook (Retina),231.0,Laptop,1
25286,iPhone 14,1476.0,Smartphone,1
23006,Apple Watch Series 9,1014.0,Wearable,1
18332,Silicone Case for iPhone,1210.0,Accessories,1
460103,MacBook Pro 14-inch,768.0,Laptop,0
22775,AirPods Max,1603.0,Audio,1
95257,Lightning to USB Cable,1434.0,Accessories,0
2070,AirPods Max,1603.0,Audio,1
466,Mac Mini (M2),874.0,Desktop,1
468400,HomePod mini,266.0,Smart Speaker,0
24732,Apple Watch Series 7,1431.0,Wearable,1
848343,iPad mini (6th Generation),573.0,Tablet,0
7752,iPhone 14,1476.0,Smartphone,1
921110,Apple Music,1965.0,Subscription Service,0
15945,iPhone 12,1436.0,Smartphone,1
1509,Mac Mini,555.0,Desktop,1
1023329,Apple Fitness+,923.0,Subscription Service,0
21714,MacBook (Early 2015),741.0,Laptop,1
11273,Apple TV+,404.0,Subscription Service,1
238442,Mac Studio,613.0,Desktop,0
1040096,Apple Watch Series 5,1296.0,Wearable,0
33520,MagSafe Charger,1744.0,Accessories,0
25467,iPad (9th Generation),1949.0,Tablet,1
894382,MacBook Pro 14-inch,768.0,Laptop,0
13206,iPad (10th Generation),1735.0,Tablet,1
25017,Apple TV HD,1258.0,Streaming Device,1
316072,iPhone 14 Plus,1259.0,Smartphone,0
11600,iPhone 14 Pro,1380.0,Smartphone,1
61328,HomePod mini,438.0,Audio,0
9271,Magic Keyboard with Touch ID,1162.0,Accessories,1
26382,Apple Pencil (1st Generation),925.0,Accessories,1
816318,MagSafe Battery Pack,1389.0,Accessories,0
564138,Apple One,488.0,Subscription Service,0
10685,MagSafe Battery Pack,1389.0,Accessories,1
982850,iMac with Retina Display,343.0,Desktop,0
21698,iPad mini (5th Generation),1912.0,Tablet,1
10241,Beats Powerbeats Pro,1060.0,Audio,1
593358,iPhone 12 Pro Max,544.0,Smartphone,0
316151,Leather Case for iPhone,866.0,Accessories,0
21565,Mac Mini,555.0,Desktop,1
44711,Lightning to USB Cable,1434.0,Accessories,0
23995,Magic Trackpad,1242.0,Accessories,1
12634,Beats Powerbeats Pro,1060.0,Audio,1
302084,iPad Pro 12.9-inch,1167.0,Tablet,0
24462,Apple Pencil (1st Generation),925.0,Accessories,1
5855,iPad Air (5th Generation),1591.0,Tablet,1
23973,iPad Pro 12.9-inch,1167.0,Tablet,1
195,iPhone 13 mini,1092.0,Smartphone,1
25590,Apple Watch Series 8,1631.0,Wearable,1
116074,MacBook Air (M1),1783.0,Laptop,0
9732,Mac Pro (Tower),458.0,Desktop,1
13327,Silicone Case for iPhone,1210.0,Accessories,1
414726,Apple Watch Series 6,462.0,Wearable,0
311069,Apple TV HD,1258.0,Streaming Device,0
658850,iPhone 13 Pro,308.0,Smartphone,0
722239,Apple Watch Series 5,1296.0,Wearable,0
26339,HomePod mini,266.0,Smart Speaker,1
739199,iPhone 12 Pro Max,544.0,Smartphone,0
28655,iPhone 12 Pro,1342.0,Smartphone,1
1445,MacBook Pro (Touch Bar),1304.0,Laptop,1
3068,MacBook Air (M1),1783.0,Laptop,1
43611,Beats Solo Pro,1773.0,Audio,0
1007220,MacBook Pro 13-inch,1351.0,Laptop,0
674,iPad Air (4th Generation),952.0,Tablet,1
152758,MacBook Air (Retina),1847.0,Laptop,0
576549,Mac Mini (M2),874.0,Desktop,0
394593,AirTag,677.0,Accessories,0
12111,iPhone SE (3rd Generation),923.0,Smartphone,1
26496,Apple TV+,404.0,Subscription Service,1
189456,iPhone 12 mini,1607.0,Smartphone,0
543452,Apple Music,1965.0,Subscription Service,0
7150,MacBook Air (Retina),1847.0,Laptop,1
456954,MacBook (Retina),231.0,Laptop,0
8342,iPhone 12 Pro Max,544.0,Smartphone,1
17272,Apple One,488.0,Subscription Service,1
4741,Lightning to USB Cable,1434.0,Accessories,1
14522,MacBook Pro 13-inch,1351.0,Laptop,1
149592,Apple TV+,404.0,Subscription Service,0
153524,iPhone SE (3rd Generation),923.0,Smartphone,0
49039,AirTag,677.0,Accessories,0
899975,MacBook (Retina),231.0,Laptop,0
979314,Beats Solo Pro,1773.0,Audio,0
319778,Magic Trackpad,1242.0,Accessories,0
286731,Apple Watch Series 9,1014.0,Wearable,0
5141,Apple Arcade,549.0,Subscription Service,1
2419,Mac Mini (M2),874.0,Desktop,1
18379,Apple Arcade,549.0,Subscription Service,1
621605,AirPods Max,1603.0,Audio,0
20865,iPhone 14 Pro,1380.0,Smartphone,1
982050,MagSafe Battery Pack,1389.0,Accessories,0
992114,Beats Solo Pro,1773.0,Audio,0
7749,Mac Pro (Tower),458.0,Desktop,1
1039901,MacBook (Early 2015),741.0,Laptop,0
1032252,iPhone SE (3rd Generation),923.0,Smartphone,0
688012,AirPods Pro,1167.0,Audio,0
137882,HomePod mini,266.0,Smart Speaker,0
442306,MacBook Air (M2),1588.0,Laptop,0
5537,iPhone 14 Pro,1380.0,Smartphone,1
519603,iPhone 13 mini,1092.0,Smartphone,0
14809,iPhone 14 Pro Max,678.0,Smartphone,1
25831,Apple TV 4K,1255.0,Streaming Device,1
755519,iPad Air (4th Generation),952.0,Tablet,0
48194,Apple One,488.0,Subscription Service,0
28576,iPhone 12 mini,1607.0,Smartphone,1
10792,Magic Trackpad,1242.0,Accessories,1
674343,Smart Keyboard Folio,572.0,Accessories,0
246448,Apple Fitness+,923.0,Subscription Service,0
5866,MacBook (Retina),231.0,Laptop,1
827200,iPad Pro 11-inch,1761.0,Tablet,0
1032144,iPad (10th Generation),1735.0,Tablet,0
25251,MacBook Air (M2),1588.0,Laptop,1
192288,Apple TV+,404.0,Subscription Service,0
802827,iPhone SE (3rd Generation),923.0,Smartphone,0
21838,AirPods (3rd Generation),1842.0,Audio,1
429002,iPhone 12 Pro Max,544.0,Smartphone,0
674333,iPad (10th Generation),1735.0,Tablet,0
27025,iPad (10th Generation),1735.0,Tablet,1
22177,MagSafe Charger,1744.0,Accessories,1
14450,Mac Mini (M2),874.0,Desktop,1
12646,Mac Pro (Rack),1415.0,Desktop,1
26743,AirPods Pro,1167.0,Audio,1
16843,Apple Pencil (1st Generation),925.0,Accessories,1
26638,iMac 24-inch,449.0,Desktop,1
590089,Apple Watch Series 5,1296.0,Wearable,0
8677,iPhone 14,1476.0,Smartphone,1
604158,iPad mini (5th Generation),1912.0,Tablet,0
766900,AirTag,677.0,Accessories,0
20625,iPad Pro (M1),1329.0,Tablet,1
803113,Magic Keyboard with Touch ID,1162.0,Accessories,0
3940,MacBook (Retina),231.0,Laptop,1
373443,Magic Keyboard,368.0,Accessories,0
28322,Apple Watch Series 6,462.0,Wearable,1
663881,iPhone 12 Pro,1342.0,Smartphone,0
1000781,Mac Mini,555.0,Desktop,0
169391,Apple Watch Series 6,462.0,Wearable,0
11193,MacBook Air (Retina),1847.0,Laptop,1
21865,Apple Watch Series 5,1296.0,Wearable,1
286564,Apple Arcade,549.0,Subscription Service,0
974606,MacBook Pro 16-inch,1179.0,Laptop,0
703,iPad mini (5th Generation),1912.0,Tablet,1
604951,Apple One,488.0,Subscription Service,0
68755,Apple Music,1965.0,Subscription Service,0
764875,Apple Watch SE,1546.0,Wearable,0
745129,Apple Pencil (1st Generation),925.0,Accessories,0
940460,MacBook Pro 16-inch,1179.0,Laptop,0
1017143,Magic Mouse,313.0,Accessories,0
22015,Smart Keyboard Folio,572.0,Accessories,1
17191,iPad Air (4th Generation),952.0,Tablet,1
9130,MagSafe Charger,1744.0,Accessories,1
778839,Apple Watch Series 9,1014.0,Wearable,0
23499,Beats Studio Buds,762.0,Audio,1
24842,Apple TV 4K,1255.0,Streaming Device,1
928567,Mac Studio,613.0,Desktop,0
17714,iPad Air (5th Generation),1591.0,Tablet,1
6647,Apple TV (3rd Generation),477.0,Streaming Device,1
69217,iPhone 13 Pro,308.0,Smartphone,0
262657,MagSafe Charger,1744.0,Accessories,0
521131,Apple News+,253.0,Subscription Service,0
746514,Lightning to USB Cable,1434.0,Accessories,0
6676,Magic Keyboard,368.0,Accessories,1
517943,MacBook Pro 16-inch,1179.0,Laptop,0
635621,iMac 27-inch,1918.0,Desktop,0
502158,Apple Music,1965.0,Subscription Service,0
25044,Apple Watch Series 8,1631.0,Wearable,1
801462,MacBook Pro (Touch Bar),1304.0,Laptop,0
1563,MacBook Pro 13-inch,1351.0,Laptop,1
10987,Silicone Case for iPhone,1210.0,Accessories,1
845724,Mac Pro (Tower),458.0,Desktop,0
147971,Apple News+,253.0,Subscription Service,0
12388,Apple One,488.0,Subscription Service,1
2133,Apple Watch Series 6,462.0,Wearable,1
17004,Apple Pencil (1st Generation),925.0,Accessories,1
224337,Mac Pro (Rack),1415.0,Desktop,0
26107,iPhone 14 Pro,1380.0,Smartphone,1
468601,iPhone 12 mini,1607.0,Smartphone,0
221436,iPad Air (4th Generation),952.0,Tablet,0
113442,MacBook Pro 16-inch,1179.0,Laptop,0
19303,iMac with Retina Display,343.0,Desktop,1
43511,iPhone 12,1436.0,Smartphone,0
15295,iPad Pro 11-inch,1761.0,Tablet,1
29936,MacBook Air (Retina),1847.0,Laptop,1
27052,HomePod,1202.0,Smart Speaker,1
836592,Lightning to USB Cable,1434.0,Accessories,0
21580,Apple Watch Series 8,1631.0,Wearable,1
11711,iPhone 13,623.0,Smartphone,1
4963,iPad Pro (M2),1826.0,Tablet,1
211519,Apple TV+,404.0,Subscription Service,0
8597,Apple Watch Series 5,1296.0,Wearable,1
4304,iPhone 14 Pro Max,678.0,Smartphone,1
12463,AirPods Pro,1167.0,Audio,1
17013,Mac Pro (2023),681.0,Desktop,1
873109,Apple One,488.0,Subscription Service,0
26916,AirPods Max,1603.0,Audio,1
12185,Apple Watch Series 6,462.0,Wearable,1
12258,iPad mini (6th Generation),573.0,Tablet,1
18594,iPad mini (5th Generation),1912.0,Tablet,1
943918,Apple Watch Nike Edition,884.0,Wearable,0
988994,iPhone 12,1436.0,Smartphone,0
5159,iPhone 13 mini,1092.0,Smartphone,1
5654,iPhone 13,623.0,Smartphone,1
593413,iPhone 13 mini,1092.0,Smartphone,0
10553,Mac Studio,613.0,Desktop,1
1233,AirPods (3rd Generation),1842.0,Audio,1
327289,Apple Watch Nike Edition,884.0,Wearable,0
6546,Apple Watch Series 5,1296.0,Wearable,1
24106,HomePod mini,438.0,Audio,1
195882,HomePod mini,438.0,Audio,0
773928,iMac 27-inch,1918.0,Desktop,0
941848,AirPods (3rd Generation),1842.0,Audio,0
556038,MacBook Air (M2),1588.0,Laptop,0
779307,AirPods (2nd Generation),504.0,Audio,0
7616,Smart Keyboard Folio,572.0,Accessories,1
21288,HomePod mini,438.0,Audio,1
25051,iPad Pro 11-inch,1761.0,Tablet,1
41414,MacBook (Early 2015),741.0,Laptop,0
5735,AirPods (2nd Generation),504.0,Audio,1
26369,Lightning to USB Cable,1434.0,Accessories,1
6414,Beats Powerbeats Pro,1060.0,Audio,1
11752,iPad Air (5th Generation),1591.0,Tablet,1
185101,iPad Pro 11-inch,1761.0,Tablet,0
2563,Mac Pro (Rack),1415.0,Desktop,1
9739,Apple TV+,404.0,Subscription Service,1
18686,AirPods (3rd Generation),1842.0,Audio,1
21036,Apple Watch Series 6,462.0,Wearable,1
357500,AirPods (2nd Generation),504.0,Audio,0
264808,Mac Pro (2023),681.0,Desktop,0
242614,iPad Air (4th Generation),952.0,Tablet,0
10460,iPad Pro (M2),1826.0,Tablet,1
526913,Silicone Case for iPhone,1210.0,Accessories,0
995358,iPad (10th Generation),1735.0,Tablet,0
55333,iPhone 14 Plus,1259.0,Smartphone,0
23422,MacBook Air (Retina),1847.0,Laptop,1
491648,iPhone 13 Pro,308.0,Smartphone,0
983415,AirPods Pro,1167.0,Audio,0
6538,iPhone 14,1476.0,Smartphone,1
9259,iPhone 12,1436.0,Smartphone,1
229908,iPhone 12,1436.0,Smartphone,0
499121,Apple TV 4K,1255.0,Streaming Device,0
27653,AirPods Max,1603.0,Audio,1
8678,iPad (10th Generation),1735.0,Tablet,1
512755,Mac Mini,555.0,Desktop,0
437991,iPad Pro (M1),1329.0,Tablet,0
1957,iMac with Retina Display,343.0,Desktop,1
822618,Leather Case for iPhone,866.0,Accessories,0
4065,MacBook (Retina),231.0,Laptop,1
623061,Magic Mouse,313.0,Accessories,0
1705,iPhone 14 Pro Max,678.0,Smartphone,1
14585,iPad Pro 11-inch,1761.0,Tablet,1
106856,iMac with Retina Display,343.0,Desktop,0
17700,MacBook Air (M1),1783.0,Laptop,1
27007,Apple TV (3rd Generation),477.0,Streaming Device,1
1019951,MagSafe Charger,1744.0,Accessories,0
15758,iMac 24-inch,449.0,Desktop,1
9846,Mac Pro (Tower),458.0,Desktop,1
21504,iPhone SE (3rd Generation),923.0,Smartphone,1
551302,iPad mini (6th Generation),573.0,Tablet,0
746348,HomePod mini,266.0,Smart Speaker,0
21767,Magic Mouse,313.0,Accessories,1
382826,AirPods (2nd Generation),504.0,Audio,0
244151,Apple Pencil (1st Generation),925.0,Accessories,0
19374,Apple Watch Nike Edition,884.0,Wearable,1
976444,MacBook Air (Retina),1847.0,Laptop,0
201124,Mac Pro (Rack),1415.0,Desktop,0
384987,HomePod mini,266.0,Smart Speaker,0
545157,Apple Watch Series 8,1631.0,Wearable,0
715825,MacBook Pro (Touch Bar),1304.0,Laptop,0
84690,Mac Pro (Rack),1415.0,Desktop,0
1018208,iPhone 14 Pro,1380.0,Smartphone,0
24297,Apple Watch SE,1546.0,Wearable,1
938244,Lightning to USB Cable,1434.0,Accessories,0
26790,Apple TV HD,1258.0,Streaming Device,1
24940,iPhone 13 mini,1092.0,Smartphone,1
277914,AirPods (2nd Generation),504.0,Audio,0
647023,Mac Pro (2023),681.0,Desktop,0
518201,Silicone Case for iPhone,1210.0,Accessories,0
736835,iPhone 12 Pro,1342.0,Smartphone,0
725164,Mac Pro (Rack),1415.0,Desktop,0
20617,Apple Watch SE,1546.0,Wearable,1
17562,iPhone 12 mini,1607.0,Smartphone,1
16173,iPad Air (5th Generation),1591.0,Tablet,1
637471,Apple Watch Series 6,462.0,Wearable,0
573006,iPad Air (5th Generation),1591.0,Tablet,0
18555,Beats Fit Pro,1839.0,Audio,1
211086,Mac Studio,613.0,Desktop,0
843514,iPhone 12 Pro,1342.0,Smartphone,0
173439,Apple Watch Hermès,1712.0,Wearable,0
25888,Apple Watch Ultra,346.0,Wearable,1
318444,Mac Mini,555.0,Desktop,0
9438,iPhone 13,623.0,Smartphone,1
29628,iMac 27-inch,1918.0,Desktop,1
684201,Apple Watch Nike Edition,884.0,Wearable,0
21702,iPad Pro 12.9-inch,1167.0,Tablet,1
923892,Leather Case for iPhone,866.0,Accessories,0
967600,Apple Watch Series 6,462.0,Wearable,0
10013,iPhone 14,1476.0,Smartphone,1
7475,iPad mini (6th Generation),573.0,Tablet,1
25244,Magic Mouse,313.0,Accessories,1
13815,Apple Watch Series 6,462.0,Wearable,1
130905,iPad Pro (M2),1826.0,Tablet,0
893858,iPad Pro (M1),1329.0,Tablet,0
23223,iPad Pro 12.9-inch,1167.0,Tablet,1
698450,iPad Pro (M1),1329.0,Tablet,0
243909,MacBook Pro 16-inch,1179.0,Laptop,0
845344,Apple Pencil (2nd Generation),1506.0,Accessories,0
1115,Beats Fit Pro,1839.0,Audio,1
301799,Magic Keyboard with Touch ID,1162.0,Accessories,0
806818,Apple Watch SE,1546.0,Wearable,0
379881,Apple TV (3rd Generation),477.0,Streaming Device,0
669223,Apple Watch Series 5,1296.0,Wearable,0
24541,Apple Fitness+,923.0,Subscription Service,1
186240,iMac 24-inch,449.0,Desktop,0
18664,MacBook Air (M2),1588.0,Laptop,1
43152,iPhone 14 Pro Max,678.0,Smartphone,0
874007,iPhone 12 Pro,1342.0,Smartphone,0
972476,iPhone 13,623.0,Smartphone,0
274239,iPhone 14,1476.0,Smartphone,0
10010,Apple Music,1965.0,Subscription Service,1
11322,iPhone SE (3rd Generation),923.0,Smartphone,1
3211,Apple Pencil (1st Generation),925.0,Accessories,1
6130,Mac Mini (M2),874.0,Desktop,1
528672,AirTag,677.0,Accessories,0
29388,iPad Pro (M1),1329.0,Tablet,1
10309,Mac Pro (Rack),1415.0,Desktop,1
565560,AirTag,677.0,Accessories,0
1023869,iPad Pro (M2),1826.0,Tablet,0
8932,Apple Watch Series 8,1631.0,Wearable,1
15392,MacBook,1149.0,Laptop,1
3392,Apple Watch Series 8,1631.0,Wearable,1
563601,Apple Watch Series 5,1296.0,Wearable,0
738184,AirPods (2nd Generation),504.0,Audio,0
758600,iPhone 14,1476.0,Smartphone,0
545178,Mac Pro (2023),681.0,Desktop,0
832799,AirPods Pro,1167.0,Audio,0
19686,MacBook,1149.0,Laptop,1
7672,Apple Watch Series 6,462.0,Wearable,1
785694,iMac 24-inch,449.0,Desktop,0
25805,Magic Keyboard,368.0,Accessories,1
5793,Beats Fit Pro,1839.0,Audio,1
989913,iPhone 12 mini,1607.0,Smartphone,0
933293,iPad Pro (M1),1329.0,Tablet,0
143668,Apple Music,1965.0,Subscription Service,0
843531,iPhone 12 Pro,1342.0,Smartphone,0
683254,Beats Fit Pro,1839.0,Audio,0
573829,Silicone Case for iPhone,1210.0,Accessories,0
361332,iCloud,1181.0,Subscription Service,0
1004528,iPhone 14 Pro Max,678.0,Smartphone,0
13817,Apple Watch SE,1546.0,Wearable,1
450110,iPad Pro 12.9-inch,1167.0,Tablet,0
366703,Silicone Case for iPhone,1210.0,Accessories,0
246558,Silicone Case for iPhone,1210.0,Accessories,0
16810,Apple Pencil (1st Generation),925.0,Accessories,1
26834,Apple Watch Ultra,346.0,Wearable,1
787499,iPhone SE (3rd Generation),923.0,Smartphone,0
29974,HomePod,1202.0,Smart Speaker,1
12286,Beats Powerbeats Pro,1060.0,Audio,1
12499,MacBook Air (M1),1783.0,Laptop,1
564030,Lightning to USB Cable,1434.0,Accessories,0
79917,MacBook Pro 16-inch,1179.0,Laptop,0
868527,HomePod mini,438.0,Audio,0
5049,Magic Mouse,313.0,Accessories,1
9585,MagSafe Battery Pack,1389.0,Accessories,1
798132,iPhone 13 Pro,308.0,Smartphone,0
5036,iPad mini (6th Generation),573.0,Tablet,1
8192,iPad Pro 11-inch,1761.0,Tablet,1
25887,MacBook Air (Retina),1847.0,Laptop,1
52539,MagSafe Charger,1744.0,Accessories,0
6068,Apple Watch Series 7,1431.0,Wearable,1
389583,AirTag,677.0,Accessories,0
861529,MacBook (Early 2015),741.0,Laptop,0
779295,iPhone 12 Pro,1342.0,Smartphone,0
490051,Smart Cover for iPad,1014.0,Accessories,0
18139,Apple TV (3rd Generation),477.0,Streaming Device,1
12224,MacBook Pro (Touch Bar),1304.0,Laptop,1
20650,iPhone 14 Pro Max,678.0,Smartphone,1
14096,iPhone 14 Pro Max,678.0,Smartphone,1
1012251,Apple TV 4K,1255.0,Streaming Device,0
2355,iPad Pro 12.9-inch,1167.0,Tablet,1
265225,Apple TV HD,1258.0,Streaming Device,0
14754,MagSafe Charger,1744.0,Accessories,1
254571,MacBook Air (M1),1783.0,Laptop,0
608954,Magic Mouse,313.0,Accessories,0
484870,Apple News+,253.0,Subscription Service,0
10661,iPhone SE (3rd Generation),923.0,Smartphone,1
14580,Apple Fitness+,923.0,Subscription Service,1
701064,Apple Watch Series 9,1014.0,Wearable,0
4648,Mac Mini (M2),874.0,Desktop,1
9527,iMac 27-inch,1918.0,Desktop,1
16153,HomePod mini,266.0,Smart Speaker,1
29038,Smart Cover for iPad,1014.0,Accessories,1
588525,Magic Mouse,313.0,Accessories,0
63457,iPhone 14 Pro,1380.0,Smartphone,0
822567,Beats Powerbeats Pro,1060.0,Audio,0
15485,iPad Pro 12.9-inch,1167.0,Tablet,1
548249,iCloud,1181.0,Subscription Service,0
40318,Beats Solo Pro,1773.0,Audio,0
24877,iPad Pro (M1),1329.0,Tablet,1
1049,Apple Pencil (1st Generation),925.0,Accessories,1
9404,iPad Pro (M2),1826.0,Tablet,1
729493,Mac Pro (2023),681.0,Desktop,0
810434,iPhone 12,1436.0,Smartphone,0
700424,Smart Keyboard Folio,572.0,Accessories,0
15405,MacBook Air (M1),1783.0,Laptop,1
13100,AirTag,677.0,Accessories,1
454523,Silicone Case for iPhone,1210.0,Accessories,0
1184,Magic Keyboard with Touch ID,1162.0,Accessories,1
407632,AirPods (2nd Generation),504.0,Audio,0
906,iPad (9th Generation),1949.0,Tablet,1
347656,iPad (9th Generation),1949.0,Tablet,0
702632,iPhone 13 Pro,308.0,Smartphone,0
5861,Mac Mini,555.0,Desktop,1
17682,MacBook (Early 2015),741.0,Laptop,1
22041,iMac 27-inch,1918.0,Desktop,1
9354,Apple Watch Hermès,1712.0,Wearable,1
1005246,MacBook Air (Retina),1847.0,Laptop,0
834,MacBook Pro 13-inch,1351.0,Laptop,1
174783,MacBook Pro (Touch Bar),1304.0,Laptop,0
94872,iPad mini (6th Generation),573.0,Tablet,0
